variant,label_rate,raw_label_rate,label_delta,word_count_rate,raw_word_count_rate,word_count_delta,char_count_rate,raw_char_count_rate,char_count_delta,has_url_rate,raw_has_url_rate,has_url_delta,has_mention_rate,raw_has_mention_rate,has_mention_delta,has_hashtag_rate,raw_has_hashtag_rate,has_hashtag_delta,has_exclamation_rate,raw_has_exclamation_rate,has_exclamation_delta,has_question_rate,raw_has_question_rate,has_question_delta,has_emoji_or_symbol_rate,raw_has_emoji_or_symbol_rate,has_emoji_or_symbol_delta,has_repeated_character_rate,raw_has_repeated_character_rate,has_repeated_character_delta
raw,0.140431664791901,0.140431664791901,0.0,44.26989595050619,44.26989595050619,0.0,309.9632311586052,309.9632311586052,0.0,0.030371203599550055,0.030371203599550055,0.0,0.11642294713160854,0.11642294713160854,0.0,0.26662682789651293,0.26662682789651293,0.0,0.10552587176602925,0.10552587176602925,0.0,0.10331130483689539,0.10331130483689539,0.0,0.8652980877390326,0.8652980877390326,0.0,0.15730455568053994,0.15730455568053994,0.0
lowercase,0.140431664791901,0.140431664791901,0.0,44.27052868391451,44.26989595050619,0.0006327334083238156,309.9638638920135,309.9632311586052,0.0006327334082811831,0.031003937007874016,0.030371203599550055,0.0006327334083239614,0.11642294713160854,0.11642294713160854,0.0,0.26662682789651293,0.26662682789651293,0.0,0.10552587176602925,0.10552587176602925,0.0,0.10331130483689539,0.10331130483689539,0.0,0.8652980877390326,0.8652980877390326,0.0,0.15811304836895387,0.15730455568053994,0.000808492688413931
leet_decode,0.140431664791901,0.140431664791901,0.0,44.257944319460066,44.26989595050619,-0.011951631046123623,309.9638638920135,309.9632311586052,0.0006327334082811831,0.031003937007874016,0.030371203599550055,0.0006327334083239614,0.10710770528683915,0.11642294713160854,-0.009315241844769395,0.25520247469066365,0.26662682789651293,-0.01142435320584928,0.1046119235095613,0.10552587176602925,-0.0009139482564679419,0.10331130483689539,0.10331130483689539,0.0,0.8635053430821147,0.8652980877390326,-0.0017927446569179217,0.15871062992125984,0.15730455568053994,0.0014060742407198956
collapse_repetition,0.140431664791901,0.140431664791901,0.0,44.26989595050619,44.26989595050619,0.0,309.12563273340834,309.9632311586052,-0.8375984251968589,0.027488751406074242,0.030371203599550055,-0.0028824521934758124,0.11642294713160854,0.11642294713160854,0.0,0.26662682789651293,0.26662682789651293,0.0,0.10552587176602925,0.10552587176602925,0.0,0.10331130483689539,0.10331130483689539,0.0,0.8652980877390326,0.8652980877390326,0.0,0.0,0.15730455568053994,-0.15730455568053994
expand_emoji,0.140431664791901,0.140431664791901,0.0,44.665951912260965,44.26989595050619,0.39605596175477586,312.69576068616425,309.9632311586052,2.732529527559052,0.030371203599550055,0.030371203599550055,0.0,0.11642294713160854,0.11642294713160854,0.0,0.26662682789651293,0.26662682789651293,0.0,0.10552587176602925,0.10552587176602925,0.0,0.10331130483689539,0.10331130483689539,0.0,0.8425548368953881,0.8652980877390326,-0.02274325084364448,0.1424353205849269,0.15730455568053994,-0.014869235095613054
expand_slang,0.140431664791901,0.140431664791901,0.0,44.28455427446569,44.26989595050619,0.014658323959501729,311.1540354330709,309.9632311586052,1.1908042744656768,0.030371203599550055,0.030371203599550055,0.0,0.11642294713160854,0.11642294713160854,0.0,0.26662682789651293,0.26662682789651293,0.0,0.10552587176602925,0.10552587176602925,0.0,0.10331130483689539,0.10331130483689539,0.0,0.8652980877390326,0.8652980877390326,0.0,0.15730455568053994,0.15730455568053994,0.0
keep_hashtag_content,0.140431664791901,0.140431664791901,0.0,44.248839988751406,44.26989595050619,-0.02105596175478297,308.31921400449943,309.9632311586052,-1.644017154105768,0.030371203599550055,0.030371203599550055,0.0,0.11666901012373454,0.11642294713160854,0.0002460629921259977,0.00014060742407199101,0.26662682789651293,-0.2664862204724409,0.10552587176602925,0.10552587176602925,0.0,0.10331130483689539,0.10331130483689539,0.0,0.8468082114735658,0.8652980877390326,-0.01848987626546683,0.15730455568053994,0.15730455568053994,0.0
remove_hashtag,0.140431664791901,0.140431664791901,0.0,42.62587879640045,44.26989595050619,-1.6440171541057396,291.9734955005624,309.9632311586052,-17.989735658042775,0.030371203599550055,0.030371203599550055,0.0,0.11642294713160854,0.11642294713160854,0.0,0.0,0.26662682789651293,-0.26662682789651293,0.10552587176602925,0.10552587176602925,0.0,0.10331130483689539,0.10331130483689539,0.0,0.8464215410573678,0.8652980877390326,-0.01887654668166483,0.31974128233970756,0.15730455568053994,0.1624367266591676
remove_url,0.140431664791901,0.140431664791901,0.0,43.955919572553434,44.26989595050619,-0.31397637795275557,307.882733408324,309.9632311586052,-2.0804977502812108,0.00014060742407199101,0.030371203599550055,-0.030230596175478065,0.11624718785151857,0.11642294713160854,-0.00017575928008997654,0.26655652418447695,0.26662682789651293,-7.030371203597952e-05,0.10552587176602925,0.10552587176602925,0.0,0.10172947131608549,0.10331130483689539,-0.0015818335208099,0.8642435320584927,0.8652980877390326,-0.0010545556805399148,0.1592379077615298,0.15730455568053994,0.001933352080989853
remove_mention,0.140431664791901,0.140431664791901,0.0,44.00052727784027,44.26989595050619,-0.26936867266591946,307.0417955568054,309.9632311586052,-2.9214356017997716,0.030371203599550055,0.030371203599550055,0.0,0.0,0.11642294713160854,-0.11642294713160854,0.26662682789651293,0.26662682789651293,0.0,0.10552587176602925,0.10552587176602925,0.0,0.10331130483689539,0.10331130483689539,0.0,0.8571428571428571,0.8652980877390326,-0.008155230596175511,0.202931664791901,0.15730455568053994,0.04562710911136106
