subset,token,label,document_count,document_rate,log_odds
borderline,kadrun,1,27,0.010465116279069767,3.3155557338760135
borderline,pesek,1,22,0.008527131782945736,3.1129288562564144
borderline,yaman,1,45,0.01744186046511628,2.2151526955292145
borderline,com,0,23,0.017996870109546165,2.0033196851370785
borderline,sadar,1,27,0.010465116279069767,1.7045522633922103
borderline,kitab,1,26,0.010077519379844961,1.6671194490287071
borderline,dg,1,34,0.01317829457364341,1.5968147467991527
borderline,lawan,1,33,0.012790697674418604,1.5670082428206389
borderline,laknatullah,1,32,0.012403100775193798,1.5363104286420934
borderline,biadab,1,31,0.012015503875968992,1.504665574422875
borderline,pendukung,1,55,0.02131782945736434,1.4591252503673682
borderline,wahai,1,20,0.007751937984496124,1.408053560049141
borderline,propaganda,1,27,0.010465116279069767,1.367296327671325
borderline,selatan,0,20,0.01564945226917058,1.208097777168059
borderline,mk,1,36,0.013953488372093023,1.200399016740645
borderline,pro,1,64,0.024806201550387597,1.1302560194611708
borderline,cawapres,1,70,0.027131782945736434,1.1298301944395965
borderline,umar,1,21,0.00813953488372093,1.118816298322477
borderline,nkri,1,27,0.010465116279069767,1.1151975856247232
borderline,tolol,1,27,0.010465116279069767,1.1151975856247232
borderline,wahabi,1,32,0.012403100775193798,1.082756061736682
borderline,orang2,1,20,0.007751937984496124,1.0707976243282555
borderline,anjing,1,30,0.011627906976744186,1.0184581884314712
borderline,asli,1,24,0.009302325581395349,0.9985105300705235
borderline,moral,1,24,0.009302325581395349,0.9985105300705235
borderline,arab,1,61,0.023643410852713178,0.9896761267879532
borderline,amin,1,29,0.01124031007751938,0.9847297650228345
borderline,anis,1,29,0.01124031007751938,0.9847297650228345
borderline,sini,1,34,0.01317829457364341,0.9754207492357412
borderline,demo,1,23,0.008914728682170543,0.9564467503642279
borderline,n,1,33,0.012790697674418604,0.9456142452572273
borderline,tempat,0,32,0.025039123630672927,0.9216122421507553
borderline,4,0,38,0.0297339593114241,0.921053432825506
borderline,konflik,1,42,0.01627906976744186,0.9172750808068703
borderline,kekuasaan,1,27,0.010465116279069767,0.9137419607659135
borderline,dm,1,22,0.008527131782945736,0.9125707080051239
borderline,pribumi,1,22,0.008527131782945736,0.9125707080051239
borderline,membawa,0,22,0.017214397496087636,0.9083978435891121
borderline,pranowo,0,32,0.025039123630672927,0.8841794277872522
borderline,15,1,45,0.01744186046511628,0.8746527932600688
borderline,otak,1,21,0.00813953488372093,0.8667175562758752
borderline,waras,1,21,0.00813953488372093,0.8667175562758752
borderline,bodoh,1,49,0.018992248062015504,0.8596205000405396
borderline,syiah,1,113,0.043798449612403104,0.8566613138696165
borderline,6,0,22,0.017214397496087636,0.8553637900362834
borderline,ajaran,1,30,0.011627906976744186,0.8506185577734712
borderline,lu,1,65,0.025193798449612403,0.8201066893933242
borderline,lah,1,56,0.021705426356589147,0.8187261609868993
borderline,benci,1,20,0.007751937984496124,0.8186988822816538
borderline,jgn,1,20,0.007751937984496124,0.8186988822816538
borderline,fatwa,1,24,0.009302325581395349,0.7970549052117138
borderline,cacat,1,100,0.03875968992248062,0.7722310532055534
borderline,semoga,1,66,0.02558139534883721,0.7681735949528371
borderline,teroris,1,49,0.018992248062015504,0.7678600782608147
borderline,9,0,20,0.01564945226917058,0.7606829093785478
borderline,pengungsi,0,22,0.017214397496087636,0.7569442229907486
borderline,liat,0,25,0.019561815336463225,0.752704831535405
borderline,gila,0,263,0.20579029733959311,0.751231526361211
borderline,kalian,1,95,0.03682170542635659,0.7191858793994836
borderline,katolik,0,26,0.02034428794992175,0.7127149558118328
borderline,idf,1,22,0.008527131782945736,0.7111150831463144
borderline,kapan,1,22,0.008527131782945736,0.7111150831463144
borderline,keputusan,1,22,0.008527131782945736,0.7111150831463144
borderline,pemilu,1,22,0.008527131782945736,0.7111150831463144
borderline,membantu,1,26,0.010077519379844961,0.7084695157444104
borderline,pihak,1,30,0.011627906976744186,0.7067315505702941
borderline,kok,1,53,0.02054263565891473,0.6852285975481294
borderline,zionis,1,249,0.09651162790697675,0.6844056814686477
borderline,salam,1,29,0.01124031007751938,0.6730031271616576
borderline,berarti,1,21,0.00813953488372093,0.6652619314170656
borderline,open,1,21,0.00813953488372093,0.6652619314170656
borderline,jumat,0,21,0.01643192488262911,0.664833152194495
borderline,hidup,0,36,0.028169014084507043,0.6626763892466385
borderline,perubahan,0,20,0.01564945226917058,0.6622633423330128
borderline,agama,1,78,0.030232558139534883,0.6553040420299953
borderline,kan,1,55,0.02131782945736434,0.6504720955277726
borderline,menteri,1,51,0.019767441860465116,0.6463377684784947
borderline,namun,0,39,0.03051643192488263,0.6436618788889088
borderline,datang,0,27,0.02112676056338028,0.6421343309589488
borderline,vs,1,24,0.009302325581395349,0.6292152745537138
borderline,berani,1,35,0.013565891472868217,0.6225369256772173
borderline,ikut,1,68,0.02635658914728682,0.6192932074445437
borderline,perdana,1,20,0.007751937984496124,0.617243257422844
borderline,rasa,1,31,0.012015503875968992,0.6134346446003248
borderline,tdk,1,42,0.01627906976744186,0.6126301416390559
borderline,kasih,0,19,0.01486697965571205,0.6114586405410571
borderline,menang,1,27,0.010465116279069767,0.6020153229047366
borderline,nabi,1,56,0.021705426356589147,0.6012432387564728
borderline,ah,1,52,0.020155038759689922,0.5937150657610314
borderline,agresi,1,23,0.008914728682170543,0.5871514948474182
borderline,sebab,1,23,0.008914728682170543,0.5871514948474182
borderline,kaum,1,76,0.02945736434108527,0.5802743148750958
borderline,cara,1,44,0.017054263565891473,0.5752325572989242
borderline,senjata,1,44,0.017054263565891473,0.5752325572989242
borderline,bom,0,25,0.019561815336463225,0.5650299717242844
borderline,apalagi,1,26,0.010077519379844961,0.5645825085412334
borderline,bin,1,47,0.01821705426356589,0.5639055806654261
borderline,kembali,1,47,0.01821705426356589,0.5639055806654261
borderline,boleh,1,40,0.015503875968992248,0.5636404831748407
borderline,nasional,0,17,0.013302034428794992,0.5496770576065984
borderline,berusaha,1,22,0.008527131782945736,0.5432754524883142
borderline,hancur,1,22,0.008527131782945736,0.5432754524883142
borderline,jahat,1,22,0.008527131782945736,0.5432754524883142
borderline,sdh,1,22,0.008527131782945736,0.5432754524883142
borderline,share,1,22,0.008527131782945736,0.5432754524883142
borderline,t,0,21,0.01643192488262911,0.5384967592036767
borderline,5,0,31,0.024256651017214397,0.5380461494923682
borderline,malah,1,56,0.021705426356589147,0.537931116096405
borderline,anti,1,49,0.018992248062015504,0.5336887948481719
borderline,freepalestine,1,86,0.03333333333333333,0.5333172920707092
borderline,video,0,53,0.041471048513302036,0.5325365533484814
borderline,viral,0,29,0.02269170579029734,0.5264411899317876
borderline,gimana,1,25,0.009689922480620155,0.5257248382759558
borderline,yg,1,438,0.1697674418604651,0.5219828774373525
borderline,lama,0,19,0.01486697965571205,0.5217294464527045
borderline,lo,0,19,0.01486697965571205,0.5217294464527045
borderline,air,0,23,0.017996870109546165,0.5166357053166893
borderline,mungkin,1,48,0.018604651162790697,0.5128849785040902
borderline,pagi,0,18,0.014084507042253521,0.5121681044910767
borderline,aku,0,55,0.04303599374021909,0.5091119449688141
borderline,hukum,1,87,0.03372093023255814,0.5059482683442348
borderline,truncated,1,31,0.012015503875968992,0.5014216078746149
borderline,bulan,0,21,0.01643192488262911,0.499639088938399
borderline,melalui,0,21,0.01643192488262911,0.499639088938399
borderline,bendera,1,34,0.01317829457364341,0.4926992995885136
borderline,dll,1,34,0.01317829457364341,0.4926992995885136
borderline,dlm,1,24,0.009302325581395349,0.4853282673505369
borderline,kau,1,24,0.009302325581395349,0.4853282673505369
borderline,main,1,24,0.009302325581395349,0.4853282673505369
borderline,kota,0,31,0.024256651017214397,0.4852997831857948
borderline,baswedan,0,27,0.02112676056338028,0.483603716088042
borderline,jauh,1,27,0.010465116279069767,0.476065397848775
borderline,paham,1,27,0.010465116279069767,0.476065397848775
borderline,benar,0,26,0.02034428794992175,0.47557022629901585
